id;oid;oldOid;nameFull;nameShort;parentId;medicalSubjectId;medicalSubjectName;inn;kpp;ogrn;regionId;regionName;organizationType;moDeptId;moDeptName;founder;deleteDate;deleteReason;createDate;modifyDate;moLevel;moAgencyKindId;moAgencyKind;profileAgencyKindId;profileAgencyKind;postIndex;cadastralNumber;latitude;longtitude;fiasVersion;aoidArea;aoidStreet;houseid;addrRegionId;addrRegionName;territoryCode;isFederalCity;areaName;prefixArea;streetName;prefixStreet;house
26493;1.2.643.5.1.13.13.12.2.48.4546;1.2.643.5.1.13.3.25.48.72;Областное казенное учреждение Липецкий областной противотуберкулезный санаторий "Лесная сказка";ОКУ ЛОПС "Лесная сказка";;2;Медицинская организация;4824005237;482401001;1024840854708;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;17.05.2021;II уровень;85;Санаторно-курортные организации;89;санаторий;398006;;52.486101;39.570118;465;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;4ebfb0f9-3566-4d55-8415-5477e56a4ffd;;48;Липецкая область;42;false;Липецк;г;Туберкулезный санаторий Лесная Сказка;п;-
26619;1.2.643.5.1.13.13.12.2.48.4547;1.2.643.5.1.13.3.25.48.73;Государственное учреждение здравоохранения "Становлянская районная больница";ГУЗ "Становлянская РБ";;2;Медицинская организация;4814000818;481401001;1024800608128;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;17.05.2021;I уровень;1;Больница (в том числе детская);;;399710;;52.760370;38.364674;407;a973f516-ff64-424a-adc6-54e1d787a7ff;6f8c8b6c-148c-4381-993d-31f23572f662;2331b69b-d762-4743-a15a-a6f40bcff534;48;Липецкая область;42;false;Становое;с;Ленина;ул;12
26663;1.2.643.5.1.13.13.12.2.48.4548;1.2.643.5.1.13.3.25.48.74;Государственное санаторно-курортное учреждение Липецкий областной детский санаторий "Мечта";ГСКУ ЛОДС "Мечта";;2;Медицинская организация;4825008209;480501001;1024840844764;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;25.02.2021;II уровень;85;Санаторно-курортные организации;90;санатории для детей, в том числе для детей с родителями;399171;;52.718383;39.787022;592;60ed05d6-3d69-4344-9ae9-a1288d4e6ee1;;;48;Липецкая область;42;false;Капитанщино;с;нет;;нет
26850;1.2.643.5.1.13.13.12.2.48.4551;1.2.643.5.1.13.3.25.48.77;Государственное учреждение здравоохранения "Грязинская центральная районная больница";ГУЗ «Грязинская ЦРБ»;;2;Медицинская организация;4802003719;480201001;1024800522933;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;11.03.2021;II уровень;1;Больница (в том числе детская);;;399056;;52.493752;39.920700;429;84f162f6-f84c-417f-83f3-21343da2a9f6;62603368-5ef6-4e32-87d3-acace882d795;489e0593-c5d4-45bb-8945-95e108a31f62;48;Липецкая область;42;false;Грязи;г;Социалистическая;ул;5
27024;1.2.643.5.1.13.13.12.2.48.4552;1.2.643.5.1.13.3.25.48.78;Государственное учреждение здравоохранения «Добровская районная больница»;ГУЗ «Добровская РБ»;;2;Медицинская организация;4805001597;480501001;1024800768420;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;30.03.2021;I уровень;1;Больница (в том числе детская);;;399140;;52.858917;39.826521;433;8db54d60-3c61-4ca8-ae8e-6cef96929e2c;929ce8bc-7742-4813-8bcc-009b7ed19b65;054b9c95-b596-48f3-a211-cb625fcb7190;48;Липецкая область;42;false;Доброе;с;Интернациональная;ул;6
27029;1.2.643.5.1.13.13.12.2.48.4553;1.2.643.5.1.13.3.25.48.79;Государственное учреждение здравоохранения "Липецкое областное бюро судебно-медицинской экспертизы";ГУЗ "Липецкое областное БСМЭ";;2;Медицинская организация;4823007866;482301001;1024840836536;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;09.05.2021;II уровень;101;Бюро;105;судебно-медицинской экспертизы;398017;;52.572379;39.609811;432;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;1511dbcd-ff94-417c-9067-4216ca106f44;995f8f09-8fa9-4b99-a4d6-1707b91a0c72;48;Липецкая область;42;false;Липецк;г;И.Г. Гришина;ул;17
27036;1.2.643.5.1.13.13.12.2.48.4554;1.2.643.5.1.13.3.25.48.80;Государственное учреждение здравоохранения «Чаплыгинская районная больница»;ГУЗ «Чаплыгинская РБ»;;2;Медицинская организация;4818001770;481801001;1024800770851;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;30.04.2021;I уровень;1;Больница (в том числе детская);;;399900;48:18:0550964:62;53.243163;39.966811;408;af76a78b-cf2a-45fc-9018-c286784111ce;544ac0cc-71ec-40c3-8b92-858947a2bcfc;b6d17b9a-f2d8-46c5-8e83-849c64af5525;48;Липецкая область;42;false;Чаплыгин;г;Крупской;ул;52
27038;1.2.643.5.1.13.13.12.2.48.4555;1.2.643.5.1.13.3.25.48.81;Государственное учреждение здравоохранения "Липецкая областная станция переливания крови";ГУЗ "Липецкая областная станция переливания крови", ГУЗ "ЛОСПК";;2;Медицинская организация;4826005850;482601001;1024840838868;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;20.03.2021;I уровень;81;Медицинские организации скорой медицинской помощи и переливания крови;83;станция переливания крови;398043;48:20:013102:00;52.615344;39.564141;461;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;57da22fd-f1e5-44c7-bbbe-6d63341eaf96;f3a8de2f-97c5-4e82-852f-91a47c8954a0;48;Липецкая область;42;false;Липецк;г;Космонавтов;ул;11А
27040;1.2.643.5.1.13.13.12.2.48.4556;1.2.643.5.1.13.3.25.48.82;Государственное учреждение здравоохранения «Краснинская районная больница»;ГУЗ «Краснинская РБ»;;2;Медицинская организация;4810000983;481001001;1024800673204;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;20.03.2021;I уровень;1;Больница (в том числе детская);;;399670;;52.867800;38.797321;429;16c0cfb5-d670-4c5e-8c06-09e72b30b972;1181ed46-f7ad-4940-80c6-a1cc0e242c93;eb4b14e4-4ffb-4e94-869f-433d58ecab45;48;Липецкая область;42;false;Красное;с;9 Мая;ул;1
27070;1.2.643.5.1.13.13.12.2.48.4557;1.2.643.5.1.13.3.25.48.83;Государственное учреждение здравоохранения "Липецкая городская поликлиника №7";ГУЗ "Липецкая горполиклиника №7";;2;Медицинская организация;4824051226;482401001;1104823007145;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;09.05.2021;I уровень;34;Поликлиника;;;398036;48:20:0043601:18174;52.578687;39.522892;408;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;0573f0dd-0a2e-40ca-8fda-d3732ef2245e;6c238bec-27a3-4afc-9831-79278c6552dc;48;Липецкая область;42;false;Липецк;г;Им Генерала Меркулова;ул;34
27268;1.2.643.5.1.13.13.12.2.48.4560;1.2.643.5.1.13.3.25.48.86;Государственное учреждение здравоохранения «Липецкая областная клиническая инфекционная больница»;ГУЗ "ЛОКИБ";;2;Медицинская организация;4826008956;482601001;1024840829980;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;25.02.2021;II уровень;4;Специализированная больница;7;инфекционная, в том числе детская;398035;48:20:0012901:19;52.610521;39.553684;331;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;57da22fd-f1e5-44c7-bbbe-6d63341eaf96;47072bb1-453e-4f72-bdb2-4b045bb78be8;48;Липецкая область;42;false;Липецк;г;Космонавтов;ул;37А
27300;1.2.643.5.1.13.13.12.2.48.4562;1.2.643.5.1.13.3.25.48.88;Государственное учреждение здравоохранения "Липецкий областной клинический центр";ГУЗ "ЛОКЦ";;2;Медицинская организация;4825031751;482501001;1024840839540;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;11.03.2021;III уровень;1;Больница (в том числе детская);;;398020;48:20:0020108:940;52.616208;39.611635;461;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;9cf1b2bf-8197-4691-ac35-88cf43f2e28b;9435c8fd-e6f0-4ba8-b925-b0cfde141e35;48;Липецкая область;42;false;Липецк;г;Ленина;ул;35
27342;1.2.643.5.1.13.13.12.2.48.4563;1.2.643.5.1.13.3.25.48.89;Государственное учреждение здравоохранения Липецкий областной противотуберкулезный диспансер;ГУЗ ЛОПТД;;2;Медицинская организация;4826010458;482601001;1024800835102;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;11.03.2021;III уровень;23;Диспансер;30;противотуберкулезный;398035;48:20:0012901:3438;52.609334;39.554259;465;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;57da22fd-f1e5-44c7-bbbe-6d63341eaf96;6c00ae2f-9935-43a5-b2b5-cda228e3bc27;48;Липецкая область;42;false;Липецк;г;Космонавтов;ул;35/1
27382;1.2.643.5.1.13.13.12.2.48.4564;1.2.643.5.1.13.3.25.48.90;Государственное учреждение здравоохранения "Усманская центральная районная больница";ГУЗ «Усманская ЦРБ»;;2;Медицинская организация;4816003412;481601001;1024800732010;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;17.05.2021;II уровень;1;Больница (в том числе детская);;;399373;;52.060006;39.741675;429;688b5e23-2c58-420d-91f9-afa6765ad498;c40ac798-fc52-4db9-9f47-14052af3b8ed;;48;Липецкая область;42;false;Усмань;г;К.Маркса;ул;118
6779767;1.2.643.5.1.13.13.12.2.48.4567;1.2.643.5.1.13.3.25.48.94;Государственное автономное учреждение здравоохранения "Елецкая стоматологическая поликлиника";ГАУЗ "Елецкая СП";;2;Медицинская организация;4821004193;482101001;1024800790497;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;11.03.2021;I уровень;34;Поликлиника;38;стоматологическая, в том числе детская;399784;;52.611046;38.475904;335;5aa1fba5-eab6-4a44-b91d-221f70ff73e1;6b8e04ee-aafa-4c49-98db-5648b8938fe4;3f05ef47-7b47-4841-882a-34678fad9e6f;48;Липецкая область;42;false;Елец;г;Радиотехническая;ул;6
6786913;1.2.643.5.1.13.13.12.2.48.4510;1.2.643.5.1.13.3.25.48.32;Государственное учреждение здравоохранения "Липецкая областная клиническая больница";ГУЗ "ЛОКБ";;2;Медицинская организация;4825005110;482501001;1024840850055;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;01.05.2021;III уровень;1;Больница (в том числе детская);;;398055;;52.604883;39.517078;461;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;06b9358c-a608-43ce-bd10-2e94dc6210cd;a71f5d29-7016-4da4-8a49-4219a76ec577;48;Липецкая область;42;false;Липецк;г;Московская;ул;6а
6786942;1.2.643.5.1.13.13.12.2.48.4490;1.2.643.5.1.13.3.25.48.12;Государственное учреждение здравоохранения "Липецкая городская поликлиника №5";ГУЗ "Липецкая ГП №5";;2;Медицинская организация;4824015130;482401001;1024840849483;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;18.05.2021;I уровень;34;Поликлиника;;;398024;48:20:0:3405;52.593537;39.563894;407;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;0d6fd95e-cca8-458e-b023-5150ce5cf9cf;;48;Липецкая область;42;false;Липецк;г;Победы;пр-кт;61
6786954;1.2.643.5.1.13.13.12.2.48.4569;1.2.643.5.1.13.3.25.48.97;Государственное учреждение здравоохранения "Елецкий врачебно-физкультурный диспансер";ГУЗ "Елецкий ВФД";;2;Медицинская организация;4821011842;482101001;1024800791795;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;18.05.2021;II уровень;23;Диспансер;24;врачебно-физкультурный;399770;48:19:6030315:17;52.608536;38.495271;487;5aa1fba5-eab6-4a44-b91d-221f70ff73e1;4956e16a-906b-4ef2-b2ae-8c41cff56d6c;03066ab2-34ab-499c-a25a-f5d96db1b2ea;48;Липецкая область;42;false;Елец;г;Костенко;ул;9
6787299;1.2.643.5.1.13.13.12.2.48.4502;1.2.643.5.1.13.3.25.48.24;Государственное учреждение здравоохранения "Липецкий областной онкологический диспансер";ГУЗ "ЛООД";;2;Медицинская организация;4823006453;482301001;1024800834277;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;18.05.2021;III уровень;23;Диспансер;28;онкологический;398005;;52.581879;39.625720;407;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;598d9818-3719-4e76-b069-65d680f29a39;d71f8ded-91f2-4161-a996-b96488911c2c;48;Липецкая область;42;false;Липецк;г;Адмирала Макарова;ул;1е
6787468;1.2.643.5.1.13.13.12.2.48.4497;1.2.643.5.1.13.3.25.48.19;Государственное учреждение здравоохранения "Липецкая городская поликлиника №4";ГУЗ "Липецкая ГП №4";;2;Медицинская организация;4826009773;482601001;1024840851518;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;30.03.2021;I уровень;34;Поликлиника;;;398043;;52.621648;39.557583;540;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;a8ac2ad1-be39-4b40-95fa-7d6772a6bd8b;29712bd6-cc21-4c61-9927-1a61f7a64665;48;Липецкая область;42;false;Липецк;г;Гагарина;ул;139
6787471;1.2.643.5.1.13.13.12.2.48.4549;1.2.643.5.1.13.3.25.48.75;Государственное учреждение здравоохранения "Липецкая городская больница скорой медицинской помощи № 1";ГУЗ "Липецкая ГБ СМП № 1";;2;Медицинская организация;4826050517;482601001;1064823047244;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;18.05.2021;III уровень;2;Больница скорой медицинской помощи;;;398035;;52.612260;39.554116;407;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;57da22fd-f1e5-44c7-bbbe-6d63341eaf96;b7ccb682-6059-43f6-90cb-246ed5b7586d;48;Липецкая область;42;false;Липецк;г;Космонавтов;ул;39
6787472;1.2.643.5.1.13.13.12.2.48.4522;1.2.643.5.1.13.3.25.48.45;Государственное учреждение здравоохранения "Данковская центральная районная больница";ГУЗ "Данковская ЦРБ";;2;Медицинская организация;4803002620;480301001;1024800550708;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;09.05.2021;II уровень;1;Больница (в том числе детская);;;;;53.243799;39.142804;411;348468fe-2bcb-4202-bb04-060f62dff13d;699aa614-6dfc-4e70-a793-7fe37639cc57;cad63d9c-5bee-417f-93a9-ea3edd6adb47;48;Липецкая область;42;false;Данков;г;Карла Маркса;ул;1
6788774;1.2.643.5.1.13.13.12.2.48.4528;1.2.643.5.1.13.3.25.48.52;Государственное учреждение здравоохранения "Областная детская больница";ГУЗ "ОДБ";;2;Медицинская организация;4825004194;482501001;1024840851617;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;15.04.2021;III уровень;1;Больница (в том числе детская);;;398055;;52.604322;39.513860;403;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;06b9358c-a608-43ce-bd10-2e94dc6210cd;;48;Липецкая область;42;false;Липецк;г;Московская;ул;6 "а"
6788926;1.2.643.5.1.13.13.12.2.48.4529;1.2.643.5.1.13.3.25.48.53;Государственное учреждение здравоохранения "Долгоруковская районная больница";ГУЗ "Долгоруковская РБ";;2;Медицинская организация;4806000660;480601001;1024800717281;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;21.03.2021;I уровень;1;Больница (в том числе детская);;;399510;;52.327091;38.350382;585;d24ded40-0bcc-4d23-904d-83537acf5394;675d9f77-1d60-4b69-aab0-d4075fc6d527;3e9d7bd8-ad6a-4460-b3a0-aae7fd032224;48;Липецкая область;42;false;Долгоруково;с;Тимирязева;ул;24
6789286;1.2.643.5.1.13.13.12.2.48.4496;1.2.643.5.1.13.3.25.48.18;Государственное учреждение здравоохранения "Тербунская центральная районная больница";ГУЗ "Тербунская ЦРБ";;2;Медицинская организация;4815001324;481501001;1024800717908;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;09.05.2021;II уровень;1;Больница (в том числе детская);;;399540;;52.137034;38.274079;407;2f4eaa61-e5b3-4c3c-82a6-80d853906808;0d215f69-cdec-44be-bcc5-2252059569bf;07335e4d-4ed1-40e7-8828-29b9ec39b87b;48;Липецкая область;42;false;Тербуны;с;Юбилейная;ул;1
6789562;1.2.643.5.1.13.13.12.2.48.4550;1.2.643.5.1.13.3.25.48.76;Государственное учреждение здравоохранения "Задонская центральная районная больница";ГУЗ "Задонская ЦРБ";;2;Медицинская организация;4808002630;480801001;1024800630612;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;18.05.2021;II уровень;1;Больница (в том числе детская);;;399200;;52.376373;38.934853;429;f40be780-f26b-4ccc-bdc1-8012309a5999;450d3a72-aaca-414b-9f38-72b0430bacb1;2e500523-4bab-409c-8553-7827e70b68df;48;Липецкая область;42;false;Задонск;г;Запрудная;ул;1
6789990;1.2.643.5.1.13.13.12.2.48.4513;1.2.643.5.1.13.3.25.48.35;Государственное учреждение здравоохранения "Липецкий городской родильный дом";ГУЗ "Липецкий городской родильный дом";;2;Медицинская организация;4824006657;482401001;1024840845303;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;05.03.2021;II уровень;17;Родильный дом;;;398046;;52.592253;39.550343;408;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;ca04dd4f-0a00-4caa-a3ff-093b67789bbf;2c061a5d-16ac-4e7a-a10f-f3118efb98a1;48;Липецкая область;42;false;Липецк;г;Студенческий;городок;5
6790548;1.2.643.5.1.13.13.12.2.48.4521;1.2.643.5.1.13.3.25.48.44;Государственное учреждение здравоохранения "Липецкая городская поликлиника № 1";ГУЗ "Липецкая горполиклиника № 1";;2;Медицинская организация;4826011130;482601001;1024840844490;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;18.05.2021;I уровень;34;Поликлиника;;;398001;;52.604511;39.586653;465;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;4cfe57e9-cb41-4ab9-ba0b-68cfd7c90915;70113435-0e73-474c-af18-cd1a9d7b4ce5;48;Липецкая область;42;false;Липецк;г;Советская;ул;26
6790616;1.2.643.5.1.13.13.12.2.48.4485;1.2.643.5.1.13.3.25.48.7;Государственное учреждение здравоохранения "Липецкая районная больница";ГУЗ "Липецкая РБ";;2;Медицинская организация;4813004947;481301001;1024800690023;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;16.10.2016;09.05.2021;I уровень;1;Больница (в том числе детская);;;398510;;52.460517;39.364535;571;f46eddf5-15c8-4b33-8755-8a62e8e85d65;b90d6660-07a8-42ec-a87f-8d2e5c93712d;3aa741e9-9a48-4bee-9bb9-3afb2968f3c5;48;Липецкая область;42;false;Боринское;с;Больничная;ул;7
6961741;1.2.643.5.1.13.13.12.2.48.10203;;Государственное казенное учреждение особого типа «Медицинский информационно-аналитический центр»;ГКУОТ «МИАЦ»;;2;Медицинская организация;4825033501;482601001;1024800835113;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;03.10.2017;12.03.2021;I уровень;93;Центр (Медицинские организации особого типа);97;медицинский информационно-аналитический;398035;;52.601995;39.536392;408;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;56314c78-26de-40dc-990f-f26040cbda96;8c842252-0856-485f-9d4d-78fb7d9baf77;48;Липецкая область;42;false;Липецк;г;Вермишева;ул;17
6962005;1.2.643.5.1.13.13.12.2.48.10276;;ОБЛАСТНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "МЕДИЦИНСКИЙ ЦЕНТР МОБИЛИЗАЦИОННЫХ РЕЗЕРВОВ "РЕЗЕРВ";ОКУ "МЦМР "РЕЗЕРВ";;2;Медицинская организация;4826010874;482401001;1024840833775;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;14.12.2017;19.05.2021;I уровень;93;Центр (Медицинские организации особого типа);96;медицинский мобилизационных резервов "Резерв";398036;48:20:0044007;52.588746;39.522522;407;f1ed2bb3-ed0b-4547-9cdf-2d08cda909df;fd0a8780-ae97-43a7-9fe5-47cbd13900d9;df5c49dd-c8a1-47b4-9b7b-e7fc077a4c80;48;Липецкая область;42;false;Липецк;г;А.Г. Стаханова;ул;30
6964220;1.2.643.5.1.13.13.12.2.48.11267;;Государственное учреждение здравоохранения «Воловская районная больница»;ГУЗ «Воловская РБ»;;2;Медицинская организация;4801015214;480101001;1194827008254;48;Липецкая область;1;2300229;Органы исполнительной власти субъектов Российской Федерации, осуществляющие функции в области здравоохранения;;;;10.07.2019;10.05.2021;I уровень;1;Больница (в том числе детская);;;399580;;52.027468;37.887920;591;87ae1caa-7aa4-42e5-ae46-c25822bd3dc7;7c26cfd0-949c-4732-8fb4-c45d0bdea103;1024a159-11c5-4440-8dbd-6ffd5b2dacde;48;Липецкая область;42;false;Волово;с;Советская;ул;100
